symbol,name,country,industry,Market Capitalization,Total Revenue,Shares Outstanding (mm),shares,currency,jakota_indicies,
6330.TSE,Toyo Engineering Corporation,Japan,Construction and Engineering,275,1394,59,"38,331,100",JPY,[],
069260.KO,TKG Huchems Co. Ltd.,South Korea,Specialty Chemicals,598,947,38,"38,370,900",KRW,[],
060150.KQ,INSUN Environmental New Technology Co. Ltd.,South Korea,Environmental and Facilities Services,256,175,45,"38,391,300",KRW,[],
3693.TWO,AIC Inc.,Taiwan,Technology Hardware Storage and Peripherals,652,219,39,"38,491,000",TWD,[],
3028.TSE,Alpen Co.Ltd.,Japan,Other Specialty Retail,498,1691,39,"38,533,300",JPY,[],
6871.TSE,Micronics Japan Co. Ltd.,Japan,Semiconductor Materials and Equipment,529,289,39,"38,544,100",JPY,[tech-100,semiconductors-25]
032500.KQ,Kmw Inc.,South Korea,Communications Equipment,378,118,40,"38,597,200",KRW,[tech-100],
036620.KQ,GAMSUNG Corporation Co. Ltd.,South Korea,Distributors,244,112,90,"38,850,300",KRW,[],
8279.TSE,Yaoko Co.Ltd.,Japan,Food Retail,2009,3985,39,"38,851,900",JPY,[consumer-50],
5449.TSE,Osaka Steel Co. Ltd.,Japan,Steel,487,830,39,"38,919,800",JPY,[],
183190.KO,Asia Cement Co.Ltd.,South Korea,Construction Materials,289,883,39,"38,944,800",KRW,[],
9616.TSE,Kyoritsu Maintenance Co. Ltd.,Japan,Hotels Resorts and Cruise Lines,1599,1266,39,"39,000,000",JPY,[],
4194.TSE,Visional Inc.,Japan,Human Resource and Employment Services,1927,396,39,"39,062,700",JPY,[],
007700.KO,F&F Holdings Co. Ltd.,South Korea,Apparel Accessories and Luxury Goods,470,1452,39,"39,069,900",KRW,[consumer-50],
8541.TSE,The Ehime Bank Ltd.,Japan,Regional Banks,264,304,39,"39,079,800",JPY,[],
5074.TSE,Tess Holdings Co.Ltd.,Japan,Construction and Engineering,244,238,71,"39,095,100",JPY,[],
028300.KQ,HLB Co. Ltd.,South Korea,Health Care Supplies,2850,61,129,"39,138,300",KRW,[],
2168.TSE,Pasona Group Inc.,Japan,Human Resource and Employment Services,437,2667,40,"39,174,200",JPY,[],
4114.TSE,Nippon Shokubai Co. Ltd.,Japan,Specialty Chemicals,1443,2804,39,"39,313,500",JPY,[],
2146.TSE,UT Group Co.Ltd.,Japan,Human Resource and Employment Services,613,1178,39,"39,320,600",JPY,[],
105630.KO,Hansae Co. Ltd.,South Korea,Apparel Accessories and Luxury Goods,571,1408,39,"39,382,800",KRW,[consumer-50],
7806.TSE,MTG Co. Ltd.,Japan,Personal Care Products,400,397,39,"39,402,100",JPY,[consumer-50],
1820.TSE,Nishimatsu Construction Co. Ltd.,Japan,Construction and Engineering,995,2450,40,"39,472,500",JPY,[],
2681.TSE,Geo Holdings Corporation,Japan,Other Specialty Retail,644,2785,40,"39,534,100",JPY,[],
2384.TSE,SBS Holdings Inc.,Japan,Air Freight and Logistics,749,3191,40,"39,717,500",JPY,[],
2695.TSE,Kura SushiInc.,Japan,Restaurants,917,1431,40,"39,743,700",JPY,[],
7199.TSE,Premium Group Co. Ltd.,Japan,Consumer Finance,422,185,39,"39,798,900",JPY,[consumer-50],
000810.KO,Samsung Fire & Marine Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,8031,17600,43,"39,828,300",KRW,[],
1375.TSE,Yukiguni Maitake Co. Ltd.,Japan,Packaged Foods and Meats,241,292,40,"39,883,400",JPY,[],
010620.KO,Hyundai Mipo Dockyard Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,2443,2922,40,"39,884,300",KRW,[],
3762.TSE,TechMatrix Corporation,Japan,IT Consulting and Other Services,421,329,40,"39,919,100",JPY,[],
7522.TSE,Watami Co. Ltd.,Japan,Restaurants,309,552,40,"39,985,000",JPY,[],
6620.TSE,Miyakoshi Holdings Inc.,Japan,Real Estate Operating Companies,307,9,40,"40,014,000",JPY,[],
8244.TSE,Kintetsu Department Store Co. Ltd.,Japan,Broadline Retail,770,786,40,"40,085,200",JPY,[consumer-50],
4298.TSE,Proto Corporation,Japan,Publishing,327,754,40,"40,221,100",JPY,[],
4186.TSE,Tokyo Ohka Kogyo Co. Ltd.,Japan,Specialty Chemicals,2372,1165,40,"40,278,700",JPY,[],
2124.TSE,JAC Recruitment Co. Ltd.,Japan,Human Resource and Employment Services,680,227,40,"40,383,500",JPY,[],
7729.TSE,Tokyo Seimitsu Co. Ltd.,Japan,Semiconductor Materials and Equipment,1977,1006,40,"40,424,900",JPY,[tech-100,semiconductors-25]
6381.TSE,ANEST IWATA Corporation,Japan,Industrial Machinery and Supplies and Components,325,351,41,"40,466,900",JPY,[],
9075.TSE,Fukuyama Transporting Co. Ltd.,Japan,Cargo Ground Transportation,1054,2019,41,"40,473,400",JPY,[],
5702.TSE,Daiki Aluminium Industry Co. Ltd.,Japan,Aluminum,358,1823,41,"40,511,700",JPY,[],
8078.TSE,Hanwa Co. Ltd.,Japan,Trading Companies and Distributors,1324,18061,41,"40,637,000",JPY,[],
9039.TSE,Sakai Moving Service Co.Ltd.,Japan,Cargo Ground Transportation,687,768,41,"40,659,800",JPY,[],
5911.TSE,Yokogawa Bridge Holdings Corp.,Japan,Construction and Engineering,771,1174,41,"40,749,600",JPY,[],
8388.TSE,The Awa Bank Ltd.,Japan,Regional Banks,646,525,41,"40,767,000",JPY,[],
4849.TSE,en-japan inc.,Japan,Human Resource and Employment Services,645,473,41,"40,815,300",JPY,[],
7739.TSE,Canon Electronics Inc.,Japan,Electronic Components,520,688,41,"40,871,900",JPY,[tech-100],
2715.TSE,Elematec Corporation,Japan,Electronic Manufacturing Services,512,1611,41,"40,946,900",JPY,[tech-100],
4958.TSE,T. Hasegawa Co. Ltd.,Japan,Specialty Chemicals,869,448,41,"41,145,300",JPY,[],
8050.TSE,Seiko Group Corporation,Japan,Apparel Accessories and Luxury Goods,745,1808,41,"41,272,300",JPY,[consumer-50],
8163.TSE,SRS Holdings Co.Ltd.,Japan,Restaurants,281,385,41,"41,350,800",JPY,[],
112610.KO,CS Wind Corporation,South Korea,Heavy Electrical Equipment,1666,1141,41,"41,429,500",KRW,[],
4071.TSE,Plus Alpha Consulting Co.Ltd.,Japan,Application Software,760,55,42,"41,461,700",JPY,[tech-100],
8399.TSE,Bank of The Ryukyus Limited,Japan,Regional Banks,329,418,42,"41,549,500",JPY,[],
003090.KO,Daewoong Co. Ltd.,South Korea,Pharmaceuticals,480,1354,42,"41,581,300",KRW,[],
6250.TSE,Yamabiko Corporation,Japan,Agricultural and Farm Machinery,409,1084,42,"41,609,700",JPY,[],
8361.TSE,The Ogaki Kyoritsu Bank Ltd.,Japan,Regional Banks,599,764,42,"41,623,900",JPY,[],
2395.TSE,Shin Nippon Biomedical Laboratories Ltd.,Japan,Life Sciences Tools and Services,535,186,42,"41,631,900",JPY,[],
009520.KQ,POSCO M-TECH Co. Ltd.,South Korea,Steel,893,246,42,"41,642,700",KRW,[],
8387.TSE,The Shikoku Bank Ltd.,Japan,Regional Banks,295,376,42,"41,655,000",JPY,[],
000990.KO,DB HiTek CO. LTD.,South Korea,Semiconductors,1524,1102,42,"41,671,900",KRW,[],
1929.TSE,Nittoc Construction Co. Ltd.,Japan,Construction and Engineering,313,516,42,"41,729,100",JPY,[],
3479.TSE,TKP Corporation,Japan,Real Estate Operating Companies,720,332,42,"41,820,700",JPY,[],
6856.TSE,HORIBA Ltd.,Japan,Electronic Equipment and Instruments,2295,1980,42,"42,253,500",JPY,[tech-100],
5471.TSE,Daido Steel Co. Ltd.,Japan,Steel,1765,4031,43,"42,625,800",JPY,[],
1980.TSE,Dai-Dan Co. Ltd.,Japan,Construction and Engineering,436,1323,43,"42,819,800",JPY,[],
1870.TSE,Yahagi Construction Co.Ltd.,Japan,Construction and Engineering,371,814,43,"43,009,500",JPY,[],
5970.TSE,G-Tekt Corporation,Japan,Automotive Parts and Equipment,532,2253,43,"43,010,000",JPY,[],
017960.KO,Hankuk Carbon Co. Ltd.,South Korea,Commodity Chemicals,399,347,43,"43,022,200",KRW,[],
8167.TSE,Retail Partners Co. Ltd.,Japan,Food Retail,501,1699,43,"43,139,000",JPY,[consumer-50],
023590.KO,Daou Technology Inc.,South Korea,Investment Banking and Brokerage,556,7726,43,"43,150,800",KRW,[],
9682.TSE,DTS Corporation,Japan,IT Consulting and Other Services,938,748,43,"43,408,000",JPY,[],
7451.TSE,Mitsubishi Shokuhin Co. Ltd.,Japan,Food Distributors,1147,13955,43,"43,438,300",JPY,[],
1861.TSE,Kumagai Gumi Co.Ltd.,Japan,Construction and Engineering,1031,2785,43,"43,451,900",JPY,[],
5440.TSE,Kyoei Steel Ltd.,Japan,Steel,604,2360,43,"43,459,000",JPY,[],
6235.TSE,Optorun Co.Ltd.,Japan,Semiconductor Materials and Equipment,532,289,44,"43,520,800",JPY,[tech-100,semiconductors-25]
9551.TSE,METAWATER Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,549,1051,44,"43,615,500",JPY,[],
5195.TSE,Bando Chemical Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,487,723,44,"43,759,000",JPY,[],
3087.TSE,DOUTOR NICHIRES Holdings Co. Ltd.,Japan,Restaurants,697,941,44,"43,800,200",JPY,[],
4887.TSE,Sawai Group Holdings Co. Ltd.,Japan,Pharmaceuticals,1344,1419,44,"43,803,300",JPY,[],
6455.TSE,Morita Holdings Corporation,Japan,Construction Machinery and Heavy Transportation Equipment,470,578,44,"43,806,900",JPY,[],
111770.KO,Youngone Corporation,South Korea,Apparel Accessories and Luxury Goods,1565,3073,44,"43,866,100",KRW,[consumer-50],
8217.TSE,Okuwa Co. Ltd.,Japan,Food Retail,257,1794,44,"43,874,200",JPY,[consumer-50],
1884.TSE,THE NIPPON ROAD Co. Ltd.,Japan,Construction and Engineering,580,1086,44,"43,946,300",JPY,[],
9470.TSE,Gakken Holdings Co. Ltd.,Japan,Publishing,257,1095,44,"43,949,200",JPY,[],
6332.TSE,Tsukishima Holdings Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,387,684,43,"43,990,900",JPY,[],
7508.TSE,G-7 Holdings Inc.,Japan,Food Retail,375,1245,44,"44,063,300",JPY,[consumer-50],
4559.TSE,Zeria Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,661,487,44,"44,080,200",JPY,[],
2264.TSE,Morinaga Milk Industry Co. Ltd.,Japan,Packaged Foods and Meats,1669,3701,44,"44,110,900",JPY,[],
006740.KO,Young Poong Paper Mfg Co.Ltd.,South Korea,Paper Products,1230,68,35,"44,168,300",KRW,[],
8281.TSE,Xebio Holdings Co. Ltd.,Japan,Other Specialty Retail,297,1661,44,"44,212,000",JPY,[],
3675.TWO,Eris Technology Corporation,Taiwan,Semiconductors,382,62,50,"44,428,000",TWD,[],
5949.TSE,Unipres Corporation,Japan,Automotive Parts and Equipment,351,2235,45,"44,466,600",JPY,[],
6088.TSE,SIGMAXYZ Holdings Inc.,Japan,Research and Consulting Services,432,128,42,"44,483,200",JPY,[],
2150.TSE,CareNet Inc.,Japan,Health Care Technology,264,70,45,"44,564,300",JPY,[],
2752.TSE,Fujio Food Group Inc.,Japan,Restaurants,426,199,45,"44,634,400",JPY,[],
3563.TW,Machvision Inc.,Taiwan,Semiconductor Materials and Equipment,368,66,58,"44,728,200",TWD,[tech-100,semiconductors-25]
7280.TSE,Mitsuba Corporation,Japan,Automotive Parts and Equipment,243,2295,45,"44,756,000",JPY,[],
7327.TSE,Daishi Hokuetsu Financial Group Inc.,Japan,Regional Banks,1183,904,45,"44,933,000",JPY,[],
005250.KO,Green Cross Holdings Corporation,South Korea,Biotechnology,467,1545,45,"44,934,200",KRW,[],
2329.TSE,Tohokushinsha Film Corporation,Japan,Movies and Entertainment,355,381,45,"44,948,500",JPY,[entertainment-100],
051600.KO,KEPCO Plant Service & Engineering Co.Ltd.,South Korea,Diversified Support Services,1089,1140,45,"45,000,000",KRW,[],
8111.TSE,Goldwin Inc.,Japan,Apparel Accessories and Luxury Goods,3035,810,45,"45,043,200",JPY,[consumer-50],
7972.TSE,Itoki Corporation,Japan,Office Services and Supplies,469,884,45,"45,282,800",JPY,[],
298380.KQ,ABL Bio Inc.,South Korea,Biotechnology,670,74,48,"45,303,400",KRW,[],
2685.TSE,Adastria Co. Ltd.,Japan,Apparel Retail,866,1811,46,"45,351,000",JPY,[consumer-50],
6508.TSE,Meidensha Corporation,Japan,Industrial Machinery and Supplies and Components,682,1927,45,"45,368,500",JPY,[],
068400.KO,SK Rent A Car Co. Ltd,South Korea,Passenger Ground Transportation,396,1019,45,"45,408,000",KRW,[consumer-50],
5036.TSE,Japan Business Systems Inc.,Japan,Internet Services and Infrastructure,374,597,45,"45,566,000",JPY,[tech-100],
4547.TSE,Kissei Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,1040,488,46,"45,800,900",JPY,[],
3543.TSE,KOMEDA Holdings Co. Ltd.,Japan,Restaurants,903,282,46,"45,818,000",JPY,[],
6810.TSE,Maxell Ltd.,Japan,Electronic Components,527,918,46,"45,824,400",JPY,[tech-100],
4776.TSE,Cybozu Inc.,Japan,Application Software,649,165,48,"45,878,300",JPY,[tech-100],
6368.TSE,Organo Corporation,Japan,Industrial Machinery and Supplies and Components,1281,928,46,"45,888,900",JPY,[],
2201.TSE,Morinaga&Co. Ltd.,Japan,Packaged Foods and Meats,1679,1374,46,"45,944,100",JPY,[],
5943.TSE,Noritz Corporation,Japan,Building Products,497,1487,46,"45,961,000",JPY,[],
005850.KO,SL Corporation,South Korea,Automotive Parts and Equipment,1108,3629,46,"46,055,500",KRW,[],
214680.KQ,DRTECH Corporation,South Korea,Health Care Equipment,291,72,72,"46,069,500",KRW,[],
020150.KO,Lotte Energy Materials Corporation,South Korea,Electronic Components,1354,534,46,"46,110,800",KRW,[tech-100],
9882.TSE,Yellow Hat Ltd.,Japan,Automotive Retail,583,1025,46,"46,188,000",JPY,[consumer-50],
8182.TSE,Inageya Co. Ltd.,Japan,Food Retail,452,1741,46,"46,347,500",JPY,[consumer-50],
1871.TSE,P.S. Mitsubishi Construction Co. Ltd.,Japan,Construction and Engineering,265,786,46,"46,431,800",JPY,[],
3244.TSE,Samty Co. Ltd.,Japan,Diversified Real Estate Activities,746,1128,47,"46,522,100",JPY,[],
4203.TSE,Sumitomo Bakelite Company Limited,Japan,Specialty Chemicals,1959,1961,47,"46,646,000",JPY,[],
3611.TWO,TSC Auto ID Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,352,265,47,"46,765,200",TWD,[],
5351.TSE,Shinagawa Refractories Co. Ltd.,Japan,Construction Materials,513,913,47,"46,786,800",JPY,[],
6454.TSE,Max Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,878,589,47,"46,829,400",JPY,[],
067630.KQ,HLB Life Science Co. Ltd.,South Korea,Health Care Distributors,689,91,102,"46,842,300",KRW,[],
7278.TSE,EXEDY Corporation,Japan,Automotive Parts and Equipment,841,2037,47,"46,954,700",JPY,[],
204320.KO,HL Mando Corporation,South Korea,Automotive Parts and Equipment,1454,6251,47,"46,957,100",KRW,[],
6890.TSE,Ferrotec Holdings Corporation,Japan,Semiconductor Materials and Equipment,901,1519,47,"46,967,400",JPY,[tech-100,semiconductors-25]
8194.TSE,Life Corporation,Japan,Food Retail,1150,5551,47,"47,012,200",JPY,[consumer-50],
7613.TSE,SIIX Corporation,Japan,Electronic Manufacturing Services,482,2090,47,"47,073,900",JPY,[tech-100],
3076.TSE,Ai Holdings Corporation,Japan,Electronic Equipment and Instruments,752,321,47,"47,360,000",JPY,[tech-100],
8366.TSE,The Shiga Bank Ltd.,Japan,Regional Banks,1143,683,48,"47,477,100",JPY,[],
2160.TSE,GNI Group Ltd.,Japan,Biotechnology,633,162,48,"47,486,500",JPY,[],
8771.TSE,eGuarantee Inc.,Japan,Specialized Finance,618,60,48,"47,514,100",JPY,[],
9743.TSE,Tanseisha Co. Ltd.,Japan,Research and Consulting Services,302,503,48,"47,598,700",JPY,[],
6486.TSE,Eagle Industry Co.Ltd.,Japan,Automotive Parts and Equipment,537,1112,46,"47,610,400",JPY,[],
6432.TSE,Takeuchi Mfg. Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,1591,1357,48,"47,745,100",JPY,[],
6058.TSE,Vector Inc.,Japan,Advertising,404,407,48,"47,914,000",JPY,[],
025860.KO,Namhae Chemical Corporation,South Korea,Fertilizers and Agricultural Chemicals,262,1383,48,"47,948,700",KRW,[],
4665.TSE,Duskin Co. Ltd.,Japan,Diversified Support Services,1048,1198,48,"47,994,500",JPY,[],
6101.TSE,Tsugami Corporation,Japan,Industrial Machinery and Supplies and Components,379,626,48,"48,079,300",JPY,[],
381970.KO,K Car Co. Ltd.,South Korea,Automotive Retail,384,1561,48,"48,086,500",KRW,[consumer-50],
5741.TSE,UACJ Corporation,Japan,Aluminum,1043,6410,48,"48,221,300",JPY,[],
036930.KQ,JUSUNG ENGINEERING Co.Ltd.,South Korea,Semiconductor Materials and Equipment,946,237,48,"48,249,200",KRW,[tech-100,semiconductors-25]
161000.KO,Aekyungchemical Co. Ltd.,South Korea,Commodity Chemicals,466,1457,48,"48,264,500",KRW,[],
8923.TSE,Tosei Corporation,Japan,Real Estate Development,635,575,48,"48,290,400",JPY,[],
8218.TSE,Komeri Co.Ltd.,Japan,Home Improvement Retail,1004,2600,48,"48,404,100",JPY,[consumer-50],
8425.TSE,Mizuho Leasing Company Limited,Japan,Specialized Finance,1627,3732,48,"48,410,700",JPY,[],
9787.TSE,Aeon Delight Co. Ltd.,Japan,Environmental and Facilities Services,1072,2227,49,"48,529,800",JPY,[],
8934.TSE,Sun Frontier Fudousan Co. Ltd.,Japan,Diversified Real Estate Activities,553,542,55,"48,646,100",JPY,[],
9757.TSE,Funai Soken Holdings Incorporated,Japan,Research and Consulting Services,849,185,49,"48,658,400",JPY,[],
7581.TSE,Saizeriya Co.Ltd.,Japan,Restaurants,1595,1210,49,"48,700,900",JPY,[],
1926.TSE,Raito Kogyo Co. Ltd.,Japan,Construction and Engineering,675,808,49,"48,811,000",JPY,[],
248070.KO,Solum Co. Ltd.,South Korea,Electronic Components,1110,1509,49,"48,837,100",KRW,[tech-100],
6732.TWO,Sensortek Technology Corp.,Taiwan,Electronic Components,582,114,49,"48,912,000",TWD,[tech-100],
7389.TSE,Aichi Financial Group Inc.,Japan,Regional Banks,831,504,49,"48,926,900",JPY,[],
7915.TSE,Nissha Co. Ltd.,Japan,Electronic Components,552,1306,49,"48,932,800",JPY,[tech-100],
8818.TSE,Keihanshin Building Co. Ltd.,Japan,Real Estate Operating Companies,447,133,49,"48,975,000",JPY,[],
9416.TSE,Vision Inc.,Japan,Integrated Telecommunication Services,496,204,49,"48,983,600",JPY,[],
9436.TSE,Okinawa Cellular Telephone Company,Japan,Wireless Telecommunication Services,1046,534,49,"48,991,600",JPY,[],
3558.TWO,Senao Networks Inc.,Taiwan,Communications Equipment,398,598,49,"49,061,000",TWD,[tech-100],
240810.KQ,Wonik Ips Co. Ltd,South Korea,Semiconductor Materials and Equipment,1130,674,48,"49,071,500",KRW,[tech-100,semiconductors-25]
4553.TSE,Towa Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,946,1508,49,"49,221,800",JPY,[],
8179.TSE,ROYAL HOLDINGS Co. Ltd.,Japan,Restaurants,879,838,49,"49,247,200",JPY,[],
6728.TSE,ULVAC Inc.,Japan,Semiconductor Materials and Equipment,1780,1574,49,"49,248,700",JPY,[tech-100,semiconductors-25]
7421.TSE,Kappa Create Co. Ltd.,Japan,Restaurants,500,492,49,"49,337,000",JPY,[],
6459.TSE,Daiwa Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,458,315,49,"49,364,300",JPY,[],
353200.KO,DAEDUCK ELECTRONICS Co. Ltd.,South Korea,Electronic Components,971,839,52,"49,416,900",KRW,[tech-100],
4617.TSE,Chugoku Marine Paints Ltd.,Japan,Specialty Chemicals,468,724,50,"49,554,000",JPY,[],
8850.TSE,Starts Corporation Inc.,Japan,Diversified Real Estate Activities,974,1650,50,"49,667,200",JPY,[],
7296.TSE,F.C.C. Co. Ltd.,Japan,Automotive Parts and Equipment,650,1570,50,"49,727,700",JPY,[],
029960.KQ,Korea Environment Technology Co. LTD.,South Korea,Environmental and Facilities Services,255,67,49,"49,785,700",KRW,[],
1976.TSE,MEISEI INDUSTRIAL Co.Ltd.,Japan,Construction and Engineering,341,390,50,"49,799,300",JPY,[],
8125.TSE,Wakita & Co.LTD.,Japan,Trading Companies and Distributors,472,576,50,"49,841,400",JPY,[],
8219.TSE,Aoyama Trading Co. Ltd.,Japan,Apparel Retail,568,1293,50,"49,842,800",JPY,[consumer-50],
4423.TSE,ARTERIA Networks Corporation,Japan,Alternative Carriers,660,418,50,"49,940,500",JPY,[],
4633.TSE,Sakata INX Corporation,Japan,Specialty Chemicals,439,1537,50,"50,028,800",JPY,[],
2281.TSE,Prima Meat Packers Ltd.,Japan,Packaged Foods and Meats,835,3013,50,"50,251,000",JPY,[],
1565.TWO,St.Shine Optical Co.Ltd.,Taiwan,Health Care Supplies,301,149,50,"50,416,500",TWD,[],
1333.TSE,Maruha Nichiro Corporation,Japan,Packaged Foods and Meats,886,7184,51,"50,450,800",JPY,[],
6533.TW,Andes Technology Corporation,Taiwan,Semiconductors,623,32,51,"50,651,000",TWD,[],
4099.TSE,Shikoku Kasei Holdings Corp,Japan,Diversified Chemicals,571,466,51,"50,666,700",JPY,[],
009420.KO,Hanall Biopharma Co. Ltd.,South Korea,Pharmaceuticals,1221,99,51,"50,693,100",KRW,[],
6143.TSE,Sodick Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,252,516,51,"50,741,100",JPY,[],
3151.TSE,Vital KSK Holdings Inc.,Japan,Health Care Distributors,341,4017,51,"50,917,400",JPY,[],
6951.TSE,JEOL Ltd.,Japan,Health Care Equipment,1499,1124,51,"51,061,400",JPY,[],
8155.TWO,Allied Circuit Co. Ltd.,Taiwan,Electronic Components,240,96,51,"51,221,000",TWD,[tech-100],
9247.TSE,TRE Holdings Corporation,Japan,Environmental and Facilities Services,414,622,51,"51,358,700",JPY,[],
005290.KQ,Dongjin Semichem Co. Ltd.,South Korea,Specialty Chemicals,1275,1083,51,"51,414,500",KRW,[],
6140.TSE,Asahi Diamond Industrial Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,312,268,52,"51,554,700",JPY,[],
6804.TSE,Hosiden Corporation,Japan,Electronic Components,648,1814,50,"51,678,200",JPY,[tech-100],
012630.KO,HDC HOLDINGS CO.Ltd,South Korea,Commodity Chemicals,242,4066,52,"51,815,900",KRW,[],
050890.KQ,SOLiD Inc.,South Korea,Communications Equipment,292,251,61,"51,816,900",KRW,[tech-100],
6339.TSE,SintokogioLtd.,Japan,Industrial Machinery and Supplies and Components,392,736,52,"52,353,400",JPY,[],
091700.KQ,Partron Co. Ltd.,South Korea,Electronic Components,314,862,54,"52,406,400",KRW,[tech-100],
9746.TSE,TKC Corporation,Japan,Data Processing and Outsourced Services,1269,494,52,"52,426,700",JPY,[],
8276.TSE,Heiwado Co.Ltd.,Japan,Food Retail,928,3036,52,"52,448,500",JPY,[consumer-50],
009900.KO,Myoung Shin Industrial Co.Ltd,South Korea,Automotive Parts and Equipment,697,1354,53,"52,470,100",KRW,[],
085660.KQ,CHA Biotech Co. Ltd.,South Korea,Health Care Facilities,762,699,56,"52,480,600",KRW,[],
